Placa,dia,Modelo,Odómetro Final,Odómetro Inicial,Distancia Diaria,Consumo Promedio [kWh/km],Energía [kWh],Costo Aproximado [$],kgCO2,Scoring,Nro. de Veloc.,Penalización Veloc.,Nro. de Acel.,Penalización Acel.,Nro. de Fren.,Penalización Fren.
RE7712A,2024-08-17,BYD T018 SWB,12453,12396.0,57.0,1.21,69.18,107.92,29.75,100,0.0,0,1.0,0,1.0,0
RE7713A,2024-08-17,BYD T018 SWB,24540,24490.0,50.0,1.17,58.4,91.1,25.11,9.939.999.997.615.810,0.0,0,0.0,0,3.0,0.6000000238418579
RE7716A,2024-08-17,BYD T018 SWB,28347,28314.0,33.0,1.19,39.3,61.31,16.9,100,0.0,0,0.0,0,1.0,0
RD1185A,2024-08-17,VW eDelivery,6151,6150.0,1.0,0.92,0.92,1.44,0.4,100,0.0,0,0.0,0,0.0,0
RN4491A,2024-08-17,VW eDelivery,8154,8154.0,0.0,0.58,0.0,0.0,0.0,,,,,,,
RN4492A,2024-08-17,VW eDelivery,4717,4683.0,34.0,0.57,19.38,30.23,8.33,100,0.0,0,0.0,0,0.0,0
RE7115A,2024-08-16,BYD T018 SWB,21529,21529.0,0.0,1.15,0.0,0.0,0.0,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-16,BYD T018 SWB,26265,26200.0,65.0,1.17,75.91,118.42,32.64,9.939.999.997.615.810,0.0,0,1.0,0,3.0,0.6000000238418579
RE7701A,2024-08-16,BYD T018 SWB,28383,28326.0,57.0,1.12,63.96,99.78,27.5,,,,,,,
RE7702A,2024-08-16,BYD T018 SWB,7010,6953.0,57.0,1.12,63.96,99.78,27.5,9.639.999.985.694.880,0.0,0,0.0,0,13.0,36.000.001.430.511.400
RE7703A,2024-08-16,BYD T018 SWB,24488,24441.0,47.0,1.17,54.89,85.63,23.6,100,0.0,0,0.0,0,1.0,0
RE7706A,2024-08-16,BYD T018 SWB,32260,32260.0,0.0,1.15,0.0,0.0,0.0,,,,,,,
RE7708A,2024-08-16,BYD T018 SWB,24524,24469.0,55.0,1.28,70.53,110.03,30.33,9.969.999.998.807.900,0.0,0,0.0,0,2.0,0.30000001192092896
RE7711A,2024-08-16,BYD T018 SWB,24024,23897.0,127.0,1.21,154.14,240.46,66.28,9.869.999.995.827.670,0.0,0,2.0,0.4000000059604645,4.0,0.9000000357627869
RE7712A,2024-08-16,BYD T018 SWB,12396,12322.0,74.0,1.21,89.81,140.1,38.62,9.959.999.999.403.950,0.0,0,2.0,0.4000000059604645,0.0,0
RE7713A,2024-08-16,BYD T018 SWB,24490,24434.0,56.0,1.17,65.4,102.02,28.12,9.639.999.985.694.880,0.0,0,0.0,0,13.0,36.000.001.430.511.400
RE7716A,2024-08-16,BYD T018 SWB,28314,28314.0,0.0,1.19,0.0,0.0,0.0,,,,,,,
RD1185A,2024-08-16,VW eDelivery,6150,6109.0,41.0,0.92,37.72,58.84,16.22,100,0.0,0,0.0,0,0.0,0
RN4491A,2024-08-16,VW eDelivery,8154,8153.0,1.0,0.58,0.58,0.9,0.25,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-16,VW eDelivery,4683,4667.0,16.0,0.57,9.12,14.23,3.92,100,1.0,0,0.0,0,0.0,0
RE7115A,2024-08-15,BYD T018 SWB,21529,21529.0,0.0,1.15,0.0,0.0,0.0,,,,,,,
RE7700A,2024-08-15,BYD T018 SWB,26200,26119.0,81.0,1.17,94.6,147.58,40.68,9.939.999.997.615.810,0.0,0,1.0,0,3.0,0.6000000238418579
RE7701A,2024-08-15,BYD T018 SWB,28326,28247.0,79.0,1.12,88.65,138.29,38.12,,,,,,,
RE7702A,2024-08-15,BYD T018 SWB,6953,6886.0,67.0,1.12,75.18,117.28,32.33,9.699.999.988.079.070,0.0,0,0.0,0,11.0,30.000.001.192.092.800
RE7703A,2024-08-15,BYD T018 SWB,24441,24363.0,78.0,1.17,91.1,142.12,39.17,9.969.999.998.807.900,0.0,0,1.0,0,2.0,0.30000001192092896
RE7704A,2024-08-15,BYD T018 SWB,14473,14473.0,0.0,1.35,0.0,0.0,0.0,,,,,,,
RE7706A,2024-08-15,BYD T018 SWB,32260,32215.0,45.0,1.15,51.53,80.39,22.16,,,,,,,
RE7708A,2024-08-15,BYD T018 SWB,24469,24369.0,100.0,1.28,128.24,200.05,55.14,100,0.0,0,1.0,0,1.0,0
RE7711A,2024-08-15,BYD T018 SWB,23897,23768.0,129.0,1.21,156.57,244.25,67.33,9.849.999.994.039.530,0.0,0,1.0,0,6.0,15.000.000.596.046.400
RE7712A,2024-08-15,BYD T018 SWB,12322,12271.0,51.0,1.21,61.9,96.56,26.62,100,0.0,0,1.0,0,1.0,0
RE7713A,2024-08-15,BYD T018 SWB,24434,24397.0,37.0,1.17,43.21,67.41,18.58,9.939.999.997.615.810,0.0,0,1.0,0,3.0,0.6000000238418579
RE7716A,2024-08-15,BYD T018 SWB,28314,28317.0,0.0,1.19,0.0,0.0,0.0,,,,,,,
RD1185A,2024-08-15,VW eDelivery,6109,6083.0,26.0,0.92,23.92,37.32,10.29,100,0.0,0,0.0,0,0.0,0
RN4491A,2024-08-15,VW eDelivery,8153,8119.0,34.0,0.58,19.72,30.76,8.48,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-15,VW eDelivery,4667,4667.0,0.0,0.57,0.0,0.0,0.0,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-14,BYD T018 SWB,26119,26045.0,74.0,1.17,86.42,134.82,37.16,9.909.999.996.423.720,0.0,0,0.0,0,4.0,0.9000000357627869
RE7701A,2024-08-14,BYD T018 SWB,28247,28247.0,0.0,1.12,0.0,0.0,0.0,,,,,,,
RE7702A,2024-08-14,BYD T018 SWB,6886,6850.0,36.0,1.12,40.4,63.02,17.37,100,0.0,0,0.0,0,0.0,0
RE7703A,2024-08-14,BYD T018 SWB,24363,24314.0,49.0,1.17,57.23,89.28,24.61,100,0.0,0,0.0,0,0.0,0
RE7706A,2024-08-14,BYD T018 SWB,32215,32160.0,55.0,1.15,62.98,98.25,27.08,,,,,,,
RE7708A,2024-08-14,BYD T018 SWB,24369,24334.0,35.0,1.28,44.88,70.01,19.3,100,0.0,0,0.0,0,1.0,0
RE7711A,2024-08-14,BYD T018 SWB,23768,23747.0,21.0,1.21,25.49,39.76,10.96,9.939.999.997.615.810,0.0,0,0.0,0,3.0,0.6000000238418579
RE7712A,2024-08-14,BYD T018 SWB,12271,12220.0,51.0,1.21,61.9,96.56,26.62,100,0.0,0,1.0,0,0.0,0
RE7713A,2024-08-14,BYD T018 SWB,24397,24354.0,43.0,1.17,50.22,78.34,21.59,9.869.999.995.827.670,0.0,0,2.0,0.4000000059604645,4.0,0.9000000357627869
RE7716A,2024-08-14,BYD T018 SWB,28317,28263.0,54.0,1.19,64.3,100.31,27.65,9.969.999.998.807.900,0.0,0,0.0,0,2.0,0.30000001192092896
RD1185A,2024-08-14,VW eDelivery,6083,6083.0,0.0,0.92,0.0,0.0,0.0,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-14,VW eDelivery,4667,4660.0,7.0,0.57,3.99,6.22,1.72,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-13,BYD T018 SWB,26045,25981.0,64.0,1.17,74.75,116.61,32.14,9.759.999.990.463.250,0.0,0,0.0,0,9.0,24.000.000.953.674.300
RE7701A,2024-08-13,BYD T018 SWB,28247,28202.0,45.0,1.12,50.49,78.76,21.71,,,,,,,
RE7702A,2024-08-13,BYD T018 SWB,6850,6786.0,64.0,1.12,71.81,112.02,30.88,9.849.999.994.039.530,0.0,0,0.0,0,6.0,15.000.000.596.046.400
RE7703A,2024-08-13,BYD T018 SWB,24314,24273.0,41.0,1.17,47.88,74.69,20.59,100,0.0,0,0.0,0,0.0,0
RE7704A,2024-08-13,BYD T018 SWB,14473,14472.0,1.0,1.35,1.35,2.11,0.58,,,,,,,
RE7706A,2024-08-13,BYD T018 SWB,32160,31986.0,174.0,1.15,199.23,310.8,85.67,,,,,,,
RE7708A,2024-08-13,BYD T018 SWB,24334,24309.0,25.0,1.28,32.06,50.01,13.79,100,0.0,0,0.0,0,0.0,0
RE7710A,2024-08-13,BYD T018 SWB,23951,23951.0,0.0,1.21,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-13,BYD T018 SWB,23747,23668.0,79.0,1.21,95.88,149.57,41.23,992.999.999.821.186,0.0,0,2.0,0.4000000059604645,2.0,0.30000001192092896
RE7712A,2024-08-13,BYD T018 SWB,12220,12150.0,70.0,1.21,84.96,132.54,36.53,9.959.999.999.403.950,0.0,0,2.0,0.4000000059604645,0.0,0
RE7713A,2024-08-13,BYD T018 SWB,24354,24328.0,26.0,1.17,30.37,47.38,13.06,100,0.0,0,0.0,0,1.0,0
RE7716A,2024-08-13,BYD T018 SWB,28263,28216.0,47.0,1.19,55.97,87.31,24.07,9.919.999.998.807.900,0.0,0,3.0,0.800000011920929,1.0,0
RD1185A,2024-08-13,VW eDelivery,6083,6065.0,18.0,0.92,16.56,25.83,7.12,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-13,VW eDelivery,4660,4660.0,0.0,0.57,0.0,0.0,0.0,,,,,,,
RE7700A,2024-08-12,BYD T018 SWB,25981,25942.0,39.0,1.17,45.55,71.06,19.59,9.919.999.998.807.900,0.0,0,3.0,0.800000011920929,0.0,0
RE7701A,2024-08-12,BYD T018 SWB,28202,28113.0,89.0,1.12,99.87,155.8,42.94,,,,,,,
RE7702A,2024-08-12,BYD T018 SWB,6786,6728.0,58.0,1.12,65.08,101.52,27.98,9.729.999.989.271.160,0.0,0,0.0,0,10.0,27.000.001.072.883.600
RE7703A,2024-08-12,BYD T018 SWB,24273,24214.0,59.0,1.17,68.91,107.5,29.63,100,0.0,0,0.0,0,0.0,0
RE7704A,2024-08-12,BYD T018 SWB,14472,14472.0,0.0,1.35,0.0,0.0,0.0,,,,,,,
RE7706A,2024-08-12,BYD T018 SWB,31986,31986.0,0.0,1.15,0.0,0.0,0.0,,,,,,,
RE7708A,2024-08-12,BYD T018 SWB,24309,24260.0,49.0,1.28,62.84,98.03,27.02,9.959.999.999.403.950,0.0,0,2.0,0.4000000059604645,0.0,0
RE7711A,2024-08-12,BYD T018 SWB,23668,23577.0,91.0,1.21,110.45,172.3,47.49,9.909.999.996.423.720,0.0,0,0.0,0,4.0,0.9000000357627869
RE7712A,2024-08-12,BYD T018 SWB,12150,12111.0,39.0,1.21,47.33,73.83,20.35,100,0.0,0,0.0,0,0.0,0
RE7713A,2024-08-12,BYD T018 SWB,24328,24267.0,61.0,1.17,71.24,111.13,30.63,100,0.0,0,0.0,0,1.0,0
RE7716A,2024-08-12,BYD T018 SWB,28216,28172.0,44.0,1.19,52.4,81.74,22.53,100,0.0,0,1.0,0,1.0,0
RD1185A,2024-08-12,VW eDelivery,6065,6064.0,1.0,0.92,0.92,1.44,0.4,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-12,VW eDelivery,4660,4659.0,1.0,0.57,0.57,0.89,0.25,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-11,BYD T018 SWB,25942,25942.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RE7702A,2024-08-11,BYD T018 SWB,6728,6728.0,0.0,1.12,0.0,0.0,0.0,,,,,,,
RE7703A,2024-08-11,BYD T018 SWB,24214,24214.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RE7704A,2024-08-11,BYD T018 SWB,14472,14472.0,0.0,1.35,0.0,0.0,0.0,,,,,,,
RE7706A,2024-08-11,BYD T018 SWB,31986,31891.0,95.0,1.15,108.78,169.7,46.78,,,,,,,
RE7708A,2024-08-11,BYD T018 SWB,24260,24260.0,0.0,1.28,0.0,0.0,0.0,,,,,,,
RE7710A,2024-08-11,BYD T018 SWB,23951,23951.0,0.0,1.21,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-11,BYD T018 SWB,23577,23577.0,0.0,1.21,0.0,0.0,0.0,,,,,,,
RE7712A,2024-08-11,BYD T018 SWB,12111,12111.0,0.0,1.21,0.0,0.0,0.0,,,,,,,
RE7713A,2024-08-11,BYD T018 SWB,24267,24267.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RE7716A,2024-08-11,BYD T018 SWB,28172,28172.0,0.0,1.19,0.0,0.0,0.0,,,,,,,
RE7700A,2024-08-10,BYD T018 SWB,25942,25880.0,62.0,1.17,72.41,112.96,31.14,100,0.0,0,1.0,0,0.0,0
RE7701A,2024-08-10,BYD T018 SWB,28113,28098.0,15.0,1.12,16.83,26.25,7.24,,,,,,,
RE7702A,2024-08-10,BYD T018 SWB,6728,6656.0,72.0,1.12,80.79,126.03,34.74,100,0.0,0,1.0,0,0.0,0
RE7703A,2024-08-10,BYD T018 SWB,24214,24174.0,40.0,1.17,46.72,72.88,20.09,100,0.0,0,0.0,0,0.0,0
RE7704A,2024-08-10,BYD T018 SWB,14472,14399.0,73.0,1.35,98.63,153.86,42.41,100,0.0,0,0.0,0,0.0,0
RE7706A,2024-08-10,BYD T018 SWB,31891,31857.0,34.0,1.15,38.93,60.73,16.74,,,,,,,
RE7708A,2024-08-10,BYD T018 SWB,24260,24236.0,24.0,1.28,30.78,48.02,13.24,100,0.0,0,0.0,0,0.0,0
RE7711A,2024-08-10,BYD T018 SWB,23577,23516.0,61.0,1.21,74.04,115.5,31.84,992.999.999.821.186,0.0,0,2.0,0.4000000059604645,2.0,0.30000001192092896
RE7712A,2024-08-10,BYD T018 SWB,12111,12036.0,75.0,1.21,91.03,142.01,39.14,9.939.999.997.615.810,0.0,0,0.0,0,3.0,0.6000000238418579
RE7713A,2024-08-10,BYD T018 SWB,24267,24244.0,23.0,1.17,26.86,41.9,11.55,100,0.0,0,0.0,0,0.0,0
RE7716A,2024-08-10,BYD T018 SWB,28172,28140.0,32.0,1.19,38.11,59.45,16.39,9.919.999.998.807.900,0.0,0,3.0,0.800000011920929,0.0,0
RN4492A,2024-08-10,VW eDelivery,4659,4659.0,0.0,0.57,0.0,0.0,0.0,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-09,BYD T018 SWB,25880,25816.0,64.0,1.17,74.75,116.61,32.14,9.639.999.988.675.110,0.0,0,4.0,12.000.000.178.813.900,9.0,24.000.000.953.674.300
RE7701A,2024-08-09,BYD T018 SWB,28098,28065.0,33.0,1.12,37.03,57.77,15.92,,,,,,,
RE7702A,2024-08-09,BYD T018 SWB,6656,6610.0,46.0,1.12,51.62,80.53,22.2,9.879.999.995.231.620,0.0,0,0.0,0,5.0,12.000.000.476.837.100
RE7703A,2024-08-09,BYD T018 SWB,24174,24091.0,83.0,1.17,96.94,151.23,41.68,992.999.999.821.186,0.0,0,2.0,0.4000000059604645,2.0,0.30000001192092896
RE7704A,2024-08-09,BYD T018 SWB,14399,14339.0,60.0,1.35,81.07,126.47,34.86,9.889.999.997.615.810,0.0,0,3.0,0.800000011920929,2.0,0.30000001192092896
RE7706A,2024-08-09,BYD T018 SWB,31857,31796.0,61.0,1.15,69.85,108.97,30.04,,,,,,,
RE7708A,2024-08-09,BYD T018 SWB,24236,24187.0,49.0,1.28,62.84,98.03,27.02,973.999.999.165.535,0.0,0,3.0,0.800000011920929,7.0,18.000.000.715.255.700
RE7711A,2024-08-09,BYD T018 SWB,23516,23431.0,85.0,1.21,103.16,160.93,44.36,9.959.999.999.403.950,0.0,0,2.0,0.4000000059604645,0.0,0
RE7712A,2024-08-09,BYD T018 SWB,12036,11996.0,40.0,1.21,48.55,75.74,20.88,100,0.0,0,0.0,0,0.0,0
RE7713A,2024-08-09,BYD T018 SWB,24244,24151.0,93.0,1.17,108.61,169.43,46.7,9.519.999.980.926.510,0.0,0,0.0,0,17.0,4.800.000.190.734.860
RE7716A,2024-08-09,BYD T018 SWB,28140,28101.0,39.0,1.19,46.44,72.45,19.97,100,0.0,0,0.0,0,0.0,0
RD1185A,2024-08-09,VW eDelivery,6064,6064.0,0.0,0.92,0.0,0.0,0.0,,,,,,,
RN4492A,2024-08-09,VW eDelivery,4659,4659.0,0.0,0.57,0.0,0.0,0.0,,,,,,,
RE7700A,2024-08-08,BYD T018 SWB,25816,25795.0,21.0,1.17,24.53,38.27,10.55,100,0.0,0,1.0,0,1.0,0
RE7701A,2024-08-08,BYD T018 SWB,28065,27934.0,131.0,1.12,147.0,229.32,63.21,,,,,,,
RE7702A,2024-08-08,BYD T018 SWB,6610,6497.0,113.0,1.12,126.8,197.81,54.52,9.909.999.996.423.720,0.0,0,0.0,0,4.0,0.9000000357627869
RE7703A,2024-08-08,BYD T018 SWB,24091,24025.0,66.0,1.17,77.08,120.24,33.14,9.969.999.998.807.900,0.0,0,1.0,0,2.0,0.30000001192092896
RE7704A,2024-08-08,BYD T018 SWB,14339,14279.0,60.0,1.35,81.07,126.47,34.86,9.939.999.997.615.810,0.0,0,1.0,0,3.0,0.6000000238418579
RE7706A,2024-08-08,BYD T018 SWB,31796,31724.0,72.0,1.15,82.44,128.61,35.45,,,,,,,
RE7708A,2024-08-08,BYD T018 SWB,24187,24124.0,63.0,1.28,80.79,126.03,34.74,100,0.0,0,1.0,0,1.0,0
RE7709A,2024-08-08,BYD T018 SWB,15534,15534.0,0.0,1.31,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-08,BYD T018 SWB,23431,23351.0,80.0,1.21,97.1,151.48,41.75,9.879.999.995.231.620,0.0,0,1.0,0,5.0,12.000.000.476.837.100
RE7712A,2024-08-08,BYD T018 SWB,11996,11960.0,36.0,1.21,43.69,68.16,18.79,9.839.999.997.615.810,0.0,0,5.0,1.600.000.023.841.850,0.0,0
RE7713A,2024-08-08,BYD T018 SWB,24151,24086.0,65.0,1.17,75.91,118.42,32.64,9.879.999.995.231.620,0.0,0,1.0,0,5.0,12.000.000.476.837.100
RE7716A,2024-08-08,BYD T018 SWB,28101,28101.0,0.0,1.19,0.0,0.0,0.0,,,,,,,
RN4492A,2024-08-08,VW eDelivery,4659,4626.0,33.0,0.57,18.81,29.34,8.09,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-07,BYD T018 SWB,25795,25727.0,68.0,1.17,79.42,123.9,34.15,100,0.0,0,0.0,0,0.0,0
RE7701A,2024-08-07,BYD T018 SWB,27934,27821.0,113.0,1.12,126.8,197.81,54.52,,,,,,,
RE7702A,2024-08-07,BYD T018 SWB,6497,6497.0,0.0,1.12,0.0,0.0,0.0,100,0.0,0,0.0,0,0.0,0
RE7703A,2024-08-07,BYD T018 SWB,24025,23955.0,70.0,1.17,81.75,127.53,35.15,9.939.999.997.615.810,0.0,0,0.0,0,3.0,0.6000000238418579
RE7704A,2024-08-07,BYD T018 SWB,14279,14223.0,56.0,1.35,75.66,118.03,32.53,9.909.999.996.423.720,0.0,0,0.0,0,4.0,0.9000000357627869
RE7706A,2024-08-07,BYD T018 SWB,31724,31695.0,29.0,1.15,33.21,51.81,14.28,,,,,,,
RE7708A,2024-08-07,BYD T018 SWB,24124,24057.0,67.0,1.28,85.92,134.04,36.95,100,0.0,0,0.0,0,0.0,0
RE7709A,2024-08-07,BYD T018 SWB,15534,15534.0,0.0,1.31,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-07,BYD T018 SWB,23351,23206.0,145.0,1.21,175.99,274.54,75.68,9.819.999.992.847.440,0.0,0,0.0,0,7.0,18.000.000.715.255.700
RE7712A,2024-08-07,BYD T018 SWB,11960,11894.0,66.0,1.21,80.1,124.96,34.44,100,0.0,0,0.0,0,1.0,0
RE7713A,2024-08-07,BYD T018 SWB,24086,24022.0,64.0,1.17,74.75,116.61,32.14,9.969.999.998.807.900,0.0,0,0.0,0,2.0,0.30000001192092896
RD1185A,2024-08-07,VW eDelivery,6064,6010.0,54.0,0.92,49.68,77.5,21.36,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-07,VW eDelivery,4626,4617.0,9.0,0.57,5.13,8.0,2.21,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-06,BYD T018 SWB,25727,25632.0,95.0,1.17,110.95,173.08,47.71,9.849.999.994.039.530,0.0,0,1.0,0,6.0,15.000.000.596.046.400
RE7701A,2024-08-06,BYD T018 SWB,27821,27778.0,43.0,1.12,48.25,75.27,20.75,,,,,,,
RE7703A,2024-08-06,BYD T018 SWB,23955,23904.0,51.0,1.17,59.56,92.91,25.61,100,0.0,0,1.0,0,0.0,0
RE7704A,2024-08-06,BYD T018 SWB,14223,14176.0,47.0,1.35,63.5,99.06,27.31,9.879.999.995.231.620,0.0,0,0.0,0,5.0,12.000.000.476.837.100
RE7706A,2024-08-06,BYD T018 SWB,31695,31619.0,76.0,1.15,87.02,135.75,37.42,,,,,,,
RE7708A,2024-08-06,BYD T018 SWB,24057,24057.0,0.0,1.28,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-06,BYD T018 SWB,23206,23078.0,128.0,1.21,155.35,242.35,66.8,9.879.999.995.231.620,0.0,0,1.0,0,5.0,12.000.000.476.837.100
RE7712A,2024-08-06,BYD T018 SWB,11894,11854.0,40.0,1.21,48.55,75.74,20.88,973.999.999.165.535,0.0,0,3.0,0.800000011920929,7.0,18.000.000.715.255.700
RE7713A,2024-08-06,BYD T018 SWB,24022,23919.0,103.0,1.17,120.29,187.65,51.72,9.499.999.982.118.600,0.0,0,3.0,0.800000011920929,15.0,4.200.000.166.893.000
RD1185A,2024-08-06,VW eDelivery,6010,5982.0,28.0,0.92,25.76,40.19,11.08,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-06,VW eDelivery,4617,4605.0,12.0,0.57,6.84,10.67,2.94,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-05,BYD T018 SWB,25632,25553.0,79.0,1.17,92.26,143.93,39.67,9.939.999.997.615.810,0.0,0,0.0,0,3.0,0.6000000238418579
RE7701A,2024-08-05,BYD T018 SWB,27778,27676.0,102.0,1.12,114.45,178.54,49.21,,,,,,,
RE7703A,2024-08-05,BYD T018 SWB,23904,23873.0,31.0,1.17,36.2,56.47,15.57,100,0.0,0,1.0,0,0.0,0
RE7704A,2024-08-05,BYD T018 SWB,14176,14176.0,0.0,1.35,0.0,0.0,0.0,,,,,,,
RE7706A,2024-08-05,BYD T018 SWB,31619,31546.0,73.0,1.15,83.59,130.4,35.94,,,,,,,
RE7708A,2024-08-05,BYD T018 SWB,24057,24006.0,51.0,1.28,65.4,102.02,28.12,9.969.999.998.807.900,0.0,0,0.0,0,2.0,0.30000001192092896
RE7711A,2024-08-05,BYD T018 SWB,23078,22990.0,88.0,1.21,106.81,166.62,45.93,100,0.0,0,0.0,0,1.0,0
RE7712A,2024-08-05,BYD T018 SWB,11854,11800.0,54.0,1.21,65.54,102.24,28.18,100,0.0,0,0.0,0,0.0,0
RE7713A,2024-08-05,BYD T018 SWB,23919,23869.0,50.0,1.17,58.4,91.1,25.11,100,0.0,0,0.0,0,0.0,0
RE7716A,2024-08-05,BYD T018 SWB,28101,28101.0,0.0,1.19,0.0,0.0,0.0,,,,,,,
RN4492A,2024-08-05,VW eDelivery,4605,4583.0,22.0,0.57,12.54,19.56,5.39,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-04,BYD T018 SWB,25553,25553.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RE7703A,2024-08-04,BYD T018 SWB,23873,23873.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RE7706A,2024-08-04,BYD T018 SWB,31546,31498.0,48.0,1.15,54.96,85.74,23.63,,,,,,,
RE7708A,2024-08-04,BYD T018 SWB,24006,24006.0,0.0,1.28,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-04,BYD T018 SWB,22990,22990.0,0.0,1.21,0.0,0.0,0.0,,,,,,,
RE7712A,2024-08-04,BYD T018 SWB,11800,11799.0,1.0,1.21,1.21,1.89,0.52,,,,,,,
RE7713A,2024-08-04,BYD T018 SWB,23869,23869.0,0.0,1.17,0.0,0.0,0.0,,,,,,,
RD1185A,2024-08-04,VW eDelivery,5982,5982.0,0.0,0.92,0.0,0.0,0.0,,,,,,,
RE7700A,2024-08-03,BYD T018 SWB,25553,25526.0,27.0,1.17,31.53,49.19,13.56,100,0.0,0,0.0,0,0.0,0
RE7701A,2024-08-03,BYD T018 SWB,27676,27617.0,59.0,1.12,66.2,103.27,28.47,,,,,,,
RE7703A,2024-08-03,BYD T018 SWB,23873,23813.0,60.0,1.17,70.07,109.31,30.13,9.759.999.990.463.250,0.0,0,0.0,0,9.0,24.000.000.953.674.300
RE7706A,2024-08-03,BYD T018 SWB,31498,31498.0,0.0,1.15,0.0,0.0,0.0,,,,,,,
RE7708A,2024-08-03,BYD T018 SWB,24006,23946.0,60.0,1.28,76.94,120.03,33.08,9.969.999.998.807.900,0.0,0,0.0,0,2.0,0.30000001192092896
RE7711A,2024-08-03,BYD T018 SWB,22990,22928.0,62.0,1.21,75.25,117.39,32.36,100,0.0,0,0.0,0,1.0,0
RE7712A,2024-08-03,BYD T018 SWB,11799,11738.0,61.0,1.21,74.04,115.5,31.84,100,0.0,0,1.0,0,0.0,0
RE7713A,2024-08-03,BYD T018 SWB,23869,23751.0,118.0,1.17,137.81,214.98,59.26,9.909.999.996.423.720,0.0,0,1.0,0,4.0,0.9000000357627869
RD1185A,2024-08-03,VW eDelivery,5982,5971.0,11.0,0.92,10.12,15.79,4.35,100,0.0,0,0.0,0,0.0,0
RN4492A,2024-08-03,VW eDelivery,4583,4554.0,29.0,0.57,16.53,25.79,7.11,100,1.0,0,0.0,0,0.0,0
RE7700A,2024-08-02,BYD T018 SWB,25526,25458.0,68.0,1.17,79.42,123.9,34.15,9.919.999.998.807.900,0.0,0,3.0,0.800000011920929,0.0,0
RE7701A,2024-08-02,BYD T018 SWB,27617,27552.0,65.0,1.12,72.94,113.79,31.36,100,0.0,0,0.0,0,1.0,0
RE7703A,2024-08-02,BYD T018 SWB,23813,23733.0,80.0,1.17,93.43,145.75,40.17,9.959.999.999.403.950,0.0,0,2.0,0.4000000059604645,0.0,0
RE7706A,2024-08-02,BYD T018 SWB,31498,31428.0,70.0,1.15,80.15,125.03,34.46,,,,,,,
RE7708A,2024-08-02,BYD T018 SWB,23946,23896.0,50.0,1.28,64.12,100.03,27.57,9.849.999.994.039.530,0.0,0,0.0,0,6.0,15.000.000.596.046.400
RE7709A,2024-08-02,BYD T018 SWB,15534,15534.0,0.0,1.31,0.0,0.0,0.0,,,,,,,
RE7711A,2024-08-02,BYD T018 SWB,22928,22834.0,94.0,1.21,114.09,177.98,49.06,9.809.999.993.443.480,0.0,0,2.0,0.4000000059604645,6.0,15.000.000.596.046.400
RE7712A,2024-08-02,BYD T018 SWB,11738,11615.0,123.0,1.21,149.29,232.89,64.19,9.939.999.997.615.810,0.0,0,1.0,0,3.0,0.6000000238418579
RE7713A,2024-08-02,BYD T018 SWB,23751,23610.0,141.0,1.17,164.67,256.89,70.81,9.549.999.982.118.600,0.0,0,1.0,0,16.0,4.500.000.178.813.930
RD1185A,2024-08-02,VW eDelivery,5971,5943.0,28.0,0.92,25.76,40.19,11.08,100,1.0,0,0.0,0,0.0,0
RN4492A,2024-08-02,VW eDelivery,4554,4540.0,14.0,0.57,7.98,12.45,3.43,100,0.0,0,0.0,0,0.0,0
RE7700A,2024-08-01,BYD T018 SWB,25458,25342.0,116.0,1.17,135.48,211.35,58.26,9.969.999.998.807.900,0.0,0,1.0,0,2.0,0.30000001192092896
